order_id,customer_id,region,order_date,product_category,amount,quantity,status
ORD-10429,2705,West,13/03/2024,Electronics,122.81,6,completed
ORD-10430,2453,East,2024-08-16,Food,108.79,2,completed
ORD-10431,2770,North,25/01/2024,Home,367.63,3,returned
ORD-10432,9078,West,Jun 28 2024,Home,55.21,8,completed
ORD-10433,4695,South,2024-08-19,Electronics,150.98,6,completed
ORD-10434,2715,North,2024-06-24,Home,84.65,2,completed
ORD-10435,2525,East,Oct 31 2024,Home,353.73,7,returned
ORD-10436,3703,West,2024-03-21,Electronics,-89.42,4,completed
ORD-10437,9849,East,04/12/2024,Food,122.59,1,completed
ORD-10438,9043,South,28/01/2024,Electronics,216.66,5,returned
ORD-10439,8869,South,2024-02-19,Clothing,89.56,5,pending
ORD-10440,8758,North,06/06/2024,Home,247.1,5,completed
ORD-10441,9914,West,04/04/2024,Home,187.85,8,completed
ORD-10442,8204,West,2024-05-14,Food,284.3,3,completed
ORD-10443,2584,North,08/12/2024,Sports,209.92,10,completed
ORD-10444,1999,West,24/09/2024,Sports,345.1,8,completed
ORD-10445,4860,West,2024-06-02,Home,451.87,1,completed
ORD-10446,9467,South,02/03/2024,Clothing,474.79,3,pending
ORD-10447,4157,South,22/01/2024,Electronics,494.2,7,completed
ORD-10448,3422,East,Jun 12 2024,Electronics,48.08,9,completed
ORD-10449,6343,East,23/09/2024,Electronics,394.34,10,completed
ORD-10450,7874,North,2024-07-31,Clothing,285.46,10,completed
ORD-10451,2641,North,2024-10-15,Food,434.4,6,returned
ORD-10452,5327,West,01/12/2024,Sports,-10.6,1,completed
ORD-10453,7602,South,Nov 12 2024,Home,24.2,6,completed
ORD-10454,1807,West,17/05/2024,Electronics,172.24,5,completed
ORD-10455,9054,North,2024-04-26,Food,487.24,8,completed
ORD-10456,6257,East,Aug 01 2024,Electronics,98.03,4,returned
ORD-10457,7671,West,21/09/2024,Electronics,260.06,3,completed
ORD-10458,9303,West,Mar 10 2024,Sports,19.33,4,returned
ORD-10459,4288,North,2024-05-07,Home,30.03,6,completed
ORD-10460,5488,East,Aug 25 2024,Home,319.53,2,completed
ORD-10461,4963,East,Sep 07 2024,Home,92.9,8,completed
ORD-10462,6730,East,24/03/2024,Electronics,146.11,7,completed
ORD-10463,4511,South,2024-11-27,Clothing,138.2,7,completed
ORD-10464,1145,West,Mar 08 2024,Clothing,302.57,1,completed
ORD-10465,6004,East,04/08/2024,Food,232.2,4,completed
ORD-10466,9530,West,2024-10-26,Electronics,258.2,6,completed
ORD-10467,5631,East,2024-12-16,Home,,5,completed
ORD-10468,5536,East,Dec 01 2024,Food,98.24,9,completed
ORD-10469,1930,West,04/12/2024,Clothing,362.04,8,pending
ORD-10470,5250,West,26/07/2024,Electronics,293.6,10,returned
ORD-10471,6622,South,Dec 17 2024,Home,453.73,6,completed
ORD-10472,3785,South,2024-05-30,Home,68.33,5,completed
ORD-10473,3999,East,2024-12-01,Clothing,180.87,5,completed
ORD-10474,6428,East,May 13 2024,Food,234.56,2,completed
ORD-10475,2166,West,Apr 09 2024,Electronics,434.41,7,completed
ORD-10476,7768,North,2024-03-18,Clothing,174.62,10,returned
ORD-10477,8496,South,Jun 10 2024,Clothing,390.58,8,completed
ORD-10478,3897,East,2024-11-20,Electronics,228.77,4,completed
ORD-10479,3762,South,2024-09-07,Clothing,309.17,7,completed
ORD-10480,8821,West,2024-01-03,Sports,103.71,6,pending
ORD-10481,6279,South,Jan 10 2024,Electronics,315.21,4,completed
ORD-10482,6641,East,2024-03-07,Home,254.15,5,completed
ORD-10483,1749,East,28/05/2024,Sports,300.2,6,completed
ORD-10484,3192,East,07/09/2024,Clothing,86.62,7,completed
ORD-10419,4594,West,2024-06-30,Clothing,,4,returned
ORD-10475,2166,West,Apr 09 2024,Electronics,434.41,3,completed
ORD-10181,1616,North,07/07/2024,Electronics,324.11,4,completed
ORD-10447,4157,South,22/01/2024,Electronics,494.2,1,completed
ORD-10406,7492,North,12/12/2024,Food,410.94,10,completed
ORD-10148,1828,East,2024-05-04,Sports,106.58,9,completed
ORD-10381,1652,North,Jul 22 2024,Food,316.14,3,completed
ORD-10338,3469,East,13/01/2024,Electronics,,2,completed
ORD-10480,8821,West,2024-01-03,Sports,103.71,6,pending
ORD-10228,2208,South,Jun 11 2024,Electronics,227.74,1,completed
ORD-10009,5010,South,24/08/2024,Food,494.81,7,completed
ORD-10175,2734,South,Aug 11 2024,Home,264.36,5,returned
ORD-10479,3762,South,2024-09-07,Clothing,309.17,9,completed
ORD-10324,4977,South,16/12/2024,Clothing,73.73,10,completed
ORD-10211,6170,East,20/09/2024,Sports,239.33,1,completed
